pcmap0,pcmap1,pcmap2,pcmap3,pcmap4,pcmap5,pcmap6,pcmap7,pcmap8,pcmap9,pcmap10,pcmap11,y,Label,FileName
2.272987,-13.183015,4.4277005,-3.1017828,-2.211859,1.330186,1.8270813,-0.74848676,0.9942362,-2.1763668,-0.2903748,0.7940084,3.0,pituitary,Tr-pi_0317.jpg
4.937317,9.716876,2.9172878,5.8441315,-1.2881256,-1.3622626,-2.1343372,-0.70087457,-0.17565864,2.9834545,-0.23077829,0.16655974,3.0,pituitary,Te-pi_0042.jpg
5.314992,-14.253849,6.8262854,-4.812398,-1.2383742,2.036337,1.0339502,-1.003747,1.7029577,-2.5673335,-0.51727283,0.55263466,3.0,pituitary,Tr-pi_0787.jpg
-7.859422,-9.162481,-0.3202688,-1.0329071,7.122935,-0.058245603,-1.3618019,-0.20197602,1.0655824,2.2173593,-0.0016566952,-1.1813328,3.0,pituitary,Tr-pi_0829.jpg
-8.835113,-9.361793,-0.7254611,0.697002,4.5777926,-0.5936501,-0.6446832,-0.4566763,0.56451195,2.225781,0.14461017,-0.7910282,3.0,pituitary,Tr-pi_1435.jpg
5.474126,-14.337089,6.8784885,-4.835722,-1.2508092,2.0577455,1.0597004,-1.0062083,1.7260734,-2.580987,-0.520198,0.5692817,3.0,pituitary,Tr-pi_0389.jpg
3.9431071,8.979447,2.3893588,3.9038165,-0.6074099,-0.8937998,-1.3795034,-0.34708717,-0.28366038,2.0849295,-0.23279911,-0.117032826,3.0,pituitary,Tr-pi_1076.jpg
0.7649936,-12.29306,4.199286,-3.1381552,-1.9045376,1.1958728,1.4216719,-0.7305234,0.819752,-2.0885792,-0.30729914,0.59123325,3.0,pituitary,Te-pi_0238.jpg
3.7405424,7.911386,1.2787288,3.588788,-0.69524133,-0.8479968,-1.2942717,-0.26530275,-0.12522498,1.750942,-0.10446156,0.07715285,3.0,pituitary,Tr-pi_1013.jpg
1.074419,-12.472649,4.0811577,-2.9711466,-2.1828845,1.1919088,1.6858466,-0.70487964,0.7985569,-2.0963488,-0.28224266,0.722044,3.0,pituitary,Tr-pi_1181.jpg
3.412806,-13.350759,5.9636836,-4.328841,-1.2044778,1.7261705,0.8890636,-0.948034,1.4057387,-2.3635244,-0.45092925,0.40933427,3.0,pituitary,Tr-pi_1255.jpg
-2.1817088,-11.05229,-1.4465717,1.4771811,-3.280475,-0.30421415,2.235397,-0.8489122,-0.1404237,-0.31030548,0.7101938,-0.013275246,3.0,pituitary,Te-piTr_0007.jpg
-2.9535604,-10.038445,-0.75499165,0.8263772,-2.3470378,-0.21176875,1.7615544,-0.682899,-0.10620537,-0.23039731,0.49415994,0.018417893,3.0,pituitary,Tr-pi_0403.jpg
-2.1357527,-11.037372,-1.1235517,1.2470797,-3.1890416,-0.2391863,2.1755633,-0.8331345,-0.10345026,-0.3849449,0.6451038,0.03229979,3.0,pituitary,Tr-pi_0395.jpg
-3.9423046,-10.00835,-1.2951967,2.2447443,-4.1455507,-0.6816661,2.354726,-0.83579105,-0.5134969,-0.17970279,0.62190497,0.31679872,3.0,pituitary,Tr-pi_0204.jpg
4.775307,10.250369,3.2933092,5.7328134,-1.2254341,-1.3688453,-2.1367292,-0.7095565,-0.28203067,3.0887134,-0.2793952,0.0843037,3.0,pituitary,Tr-pi_0582.jpg
4.776285,9.594651,2.764504,5.7172756,-1.2602007,-1.3343085,-2.08027,-0.6699989,-0.1741147,2.900382,-0.21804199,0.16921617,3.0,pituitary,Tr-pi_0056.jpg
1.0879425,-12.463368,4.2759233,-3.160269,-2.1714861,1.2472597,1.6585639,-0.6969439,0.80906636,-2.1819491,-0.32118544,0.7471491,3.0,pituitary,Tr-pi_1178.jpg
5.35943,9.839921,3.230715,5.857894,-1.2372954,-1.340174,-2.1431725,-0.72215945,-0.17110848,3.0240974,-0.26212,0.10921196,3.0,pituitary,Te-pi_0037.jpg
1.9088429,-12.713005,5.3012557,-3.9816165,-1.5152116,1.5105076,1.1509582,-0.7913421,1.1066462,-2.3318124,-0.44462353,0.5649782,3.0,pituitary,Tr-pi_0468.jpg
-7.965316,-9.084726,-0.39829445,-1.0418895,7.310958,-0.080315806,-1.4530014,-0.14857772,1.0462095,2.2796204,-0.0035638674,-1.2260768,3.0,pituitary,Tr-pi_1344.jpg
-8.662831,-8.299936,-0.81029016,0.041811526,5.529133,-0.48676476,-1.1025778,-0.12685879,0.52120346,2.24726,0.07411625,-0.9789015,3.0,pituitary,Tr-pi_1389.jpg
2.9167414,-13.116794,5.916047,-4.3745046,-1.2963288,1.70011,0.9773303,-0.8761252,1.314477,-2.41811,-0.48655832,0.49916798,3.0,pituitary,Tr-pi_1210.jpg
2.179842,-12.882844,5.140713,-3.7802582,-1.5121329,1.4770192,1.1498417,-0.8384881,1.1422017,-2.2419827,-0.38852268,0.5039641,3.0,pituitary,Tr-pi_1204.jpg
0.43788838,-12.115946,4.396832,-3.3986063,-2.0855305,1.2586684,1.4824698,-0.68030816,0.7325268,-2.2727566,-0.37515077,0.70637715,3.0,pituitary,Tr-pi_1424.jpg
-7.942528,-8.991604,-0.38380918,-1.0682021,7.283134,-0.07463675,-1.4536613,-0.137387,1.034499,2.260997,-0.008587932,-1.2187984,3.0,pituitary,Tr-pi_0834.jpg
1.296621,-12.463889,4.8616104,-3.687083,-2.0776398,1.4144542,1.5491688,-0.68923205,0.8708544,-2.3853874,-0.42360553,0.7941954,3.0,pituitary,Te-pi_0196.jpg
2.758495,-12.96666,5.4638677,-3.9537663,-1.4053134,1.5891283,0.8986121,-0.9595442,1.2241722,-2.2336955,-0.37354964,0.3515038,3.0,pituitary,Tr-pi_0284.jpg
4.4438696,-14.13038,5.560036,-3.7925358,-2.0403807,1.7121499,1.7514528,-0.865639,1.3752396,-2.4005442,-0.37302315,0.82574326,3.0,pituitary,Te-pi_0047.jpg
1.2806435,-12.56321,4.508878,-3.3501365,-2.028217,1.3086505,1.5488192,-0.72057927,0.8804562,-2.2260957,-0.34962994,0.70626354,3.0,pituitary,Te-pi_0228.jpg
4.943257,10.261993,3.3627317,5.7597055,-1.2181369,-1.3611788,-2.1411054,-0.71656275,-0.270254,3.0938885,-0.2848309,0.07247508,3.0,pituitary,Te-pi_0145.jpg
-1.9819107,-11.250851,-1.811855,1.6671904,-3.3598645,-0.3341295,2.3197157,-0.8791479,-0.1401228,-0.26226526,0.79657096,-0.089761004,3.0,pituitary,Tr-pi_0341.jpg
3.027081,9.170873,1.8803874,4.40251,-0.92839074,-1.102047,-1.597849,-0.40383166,-0.3141599,2.3057487,-0.16880108,0.08930528,3.0,pituitary,Te-pi_0023.jpg
1.9239242,-12.677054,4.869609,-3.555987,-1.8554118,1.4286202,1.2755364,-0.84082645,0.9899297,-2.2231016,-0.3411585,0.5486823,3.0,pituitary,Tr-pi_1251.jpg
5.562108,9.660495,3.1496246,5.98273,-1.2738305,-1.3436279,-2.1637294,-0.7328202,-0.11888479,3.0097702,-0.24754246,0.13860974,3.0,pituitary,Te-pi_0182.jpg
3.1200902,9.195042,2.1549523,3.5285847,-0.53309095,-0.8426774,-1.2507772,-0.26948553,-0.3885574,1.952238,-0.22415152,-0.15452662,3.0,pituitary,Tr-pi_0629.jpg
5.2732596,10.040219,3.1997302,6.317928,-1.415134,-1.4563674,-2.2994406,-0.7866635,-0.16597256,3.2086644,-0.24889868,0.19026881,3.0,pituitary,Te-pi_0124.jpg
2.8890054,-13.102831,5.69966,-4.1698213,-1.3987283,1.6505146,1.0107825,-0.8988059,1.2730303,-2.351492,-0.4384302,0.474107,3.0,pituitary,Tr-pi_0283.jpg
4.1761613,10.066302,2.7083473,6.00756,-1.4205494,-1.4619586,-2.2107992,-0.7117049,-0.2552435,3.0999482,-0.21123084,0.2352877,3.0,pituitary,Tr-pi_0841.jpg
-7.936444,-9.13217,-0.3758672,-1.000607,7.1838775,-0.08128577,-1.3988163,-0.17925803,1.047757,2.2553322,0.001392634,-1.2005621,3.0,pituitary,Tr-pi_1311.jpg
-7.9490094,-9.229788,-0.39166486,-1.0543354,7.3855453,-0.06876095,-1.4555438,-0.16502602,1.0786811,2.2929204,-0.0008152353,-1.2387398,3.0,pituitary,Te-pi_0103.jpg
2.013471,-12.731746,5.1506352,-3.8125753,-1.4788221,1.475183,1.0676441,-0.848382,1.1133664,-2.2352245,-0.39035982,0.465046,3.0,pituitary,Tr-pi_0277.jpg
-2.048293,-11.259749,-0.7897312,1.2905815,-3.6728878,-0.2412975,2.3211539,-0.8807277,-0.13122268,-0.5439621,0.6021584,0.18709576,3.0,pituitary,Tr-pi_0199.jpg
1.7860318,-12.797884,4.7515583,-3.4792814,-1.2398304,1.3277675,1.015741,-0.8524558,1.1556089,-2.0385559,-0.3308705,0.3510903,3.0,pituitary,Te-pi_0046.jpg
5.2795086,-14.242205,6.79255,-4.7874646,-1.2497498,2.0267713,1.0424306,-1.0013318,1.6943804,-2.560865,-0.51332325,0.5542393,3.0,pituitary,Tr-pi_1453.jpg
5.262203,10.003761,3.1596055,6.4361334,-1.4647417,-1.488299,-2.3420649,-0.80372363,-0.15307418,3.2497296,-0.24145383,0.22227077,3.0,pituitary,Tr-pi_0189.jpg
5.0974016,9.681563,3.0294387,5.6486697,-1.1857498,-1.2965289,-2.0570621,-0.6746177,-0.17793615,2.9033933,-0.2473085,0.104948044,3.0,pituitary,Tr-pi_0717.jpg
-8.012105,-9.096832,-0.42335156,-1.0232648,7.327827,-0.093683675,-1.4668804,-0.13562638,1.0327407,2.293819,-0.0024196294,-1.2329638,3.0,pituitary,Tr-pi_0844.jpg
-4.3803267,-9.579032,-1.2926655,2.2543502,-3.9531982,-0.7281816,2.2424588,-0.7883881,-0.55885327,-0.08280474,0.5903462,0.316367,3.0,pituitary,Tr-pi_0231.jpg
-2.2930264,-10.964113,-1.5460016,1.5600514,-3.2850363,-0.33714983,2.2359617,-0.84515804,-0.1643868,-0.26762688,0.724265,-0.024291284,3.0,pituitary,Tr-pi_0244.jpg
3.2933238,8.931329,2.160707,3.9602232,-0.6654071,-0.9553685,-1.3998853,-0.3371748,-0.32032472,2.1198757,-0.21463686,-0.05620614,3.0,pituitary,Te-pi_0010.jpg
3.7111108,10.028231,2.439859,5.522415,-1.2852709,-1.3520914,-2.017824,-0.61163145,-0.30294982,2.860447,-0.19750218,0.17846742,3.0,pituitary,Tr-pi_0977.jpg
2.3918407,-13.213128,4.5369515,-3.183541,-2.2004864,1.3650497,1.8041376,-0.75740576,1.0139134,-2.2050045,-0.30201668,0.7940371,3.0,pituitary,Tr-pi_1364.jpg
-8.634435,-8.744105,-0.60881066,0.59572405,4.046294,-0.5774396,-0.5485657,-0.3859699,0.42087218,2.015654,0.115669124,-0.6830412,3.0,pituitary,Te-pi_0291.jpg
5.030985,-14.135155,6.6396294,-4.6873903,-1.2866592,1.9784626,1.0605487,-0.9887286,1.6453257,-2.5313027,-0.49924776,0.55181885,3.0,pituitary,Tr-pi_1452.jpg
3.1130579,-13.3227625,5.281513,-3.7434542,-1.7033684,1.5675323,1.2881618,-0.89618504,1.2274537,-2.2643502,-0.35601705,0.5534854,3.0,pituitary,Tr-pi_0288.jpg
3.183726,8.789718,2.0662286,3.93307,-0.6672098,-0.957517,-1.3932317,-0.32966542,-0.31098595,2.0984888,-0.20536183,-0.036279712,3.0,pituitary,Tr-pi_0990.jpg
-8.727103,-8.604864,-0.8509264,-0.15662988,6.2724895,-0.43761367,-1.3078732,-0.0883266,0.6460275,2.3876784,0.06427824,-1.1133715,3.0,pituitary,Tr-pi_1287.jpg
-8.094118,-9.039645,-0.49852148,-1.041043,7.522694,-0.11015262,-1.5556757,-0.08566129,1.0206848,2.351946,-0.0034786065,-1.2795694,3.0,pituitary,Tr-pi_0952.jpg
-8.631393,-8.627926,-0.78348047,-0.26527917,6.334425,-0.39629743,-1.3113346,-0.089694865,0.67703336,2.3535945,0.053337988,-1.1136723,3.0,pituitary,Tr-pi_1322.jpg
4.5491066,10.054481,2.9537456,5.757924,-1.2756795,-1.3706784,-2.1174505,-0.68663746,-0.25350377,3.0110087,-0.24188665,0.13959654,3.0,pituitary,Tr-pi_0935.jpg
-1.9690077,-11.303719,-1.5770789,1.606426,-3.4963944,-0.3163453,2.345689,-0.88825274,-0.14149551,-0.34029138,0.7561079,-0.016495345,3.0,pituitary,Tr-pi_0391.jpg
3.531798,-13.387282,6.084101,-4.4198146,-1.2618196,1.7681582,0.9334814,-0.93836737,1.4111961,-2.414869,-0.47093007,0.4560763,3.0,pituitary,Tr-pi_0428.jpg
2.0266545,8.692518,0.73727363,2.430469,-0.41233215,-0.63860005,-0.80964446,-0.012583917,-0.4012092,1.2613112,-0.08918394,-0.120226614,3.0,pituitary,Tr-pi_0579.jpg
5.4676185,9.951384,3.3366816,5.9653416,-1.2656038,-1.3647406,-2.1893091,-0.746675,-0.1728888,3.0912485,-0.27022102,0.110749766,3.0,pituitary,Te-pi_0027.jpg
4.616988,10.23132,3.1702096,5.75192,-1.2525088,-1.3793187,-2.1376715,-0.7030642,-0.28361502,3.0768652,-0.26644105,0.10714096,3.0,pituitary,Tr-pi_0928.jpg
5.214213,10.090267,3.2072165,6.4375424,-1.4633791,-1.4949572,-2.3480656,-0.80686027,-0.17006809,3.2724688,-0.24763982,0.21438396,3.0,pituitary,Tr-pi_0178.jpg
4.1363406,9.3730955,2.752618,4.0150385,-0.5908257,-0.903104,-1.4151723,-0.37854564,-0.32601818,2.189787,-0.2717762,-0.18074505,3.0,pituitary,Tr-pi_0567.jpg
5.2297287,10.019372,3.0990877,6.364469,-1.4320232,-1.4512032,-2.2878606,-0.7784292,-0.15507191,3.1781273,-0.23749696,0.1997783,3.0,pituitary,Tr-pi_0040.jpg
-4.226287,-9.669121,-1.247841,2.1511018,-3.8740225,-0.6859084,2.2251534,-0.78743,-0.52252084,-0.109372795,0.5862641,0.29872644,3.0,pituitary,Tr-pi_0370.jpg
-2.0821786,-11.19234,-2.2101364,1.9121143,-3.3742232,-0.4087802,2.3541505,-0.8855791,-0.18061538,-0.14971781,0.8710094,-0.16235453,3.0,pituitary,Tr-pi_0060.jpg
3.2502916,-13.241931,5.8530717,-4.24558,-1.3195959,1.7012668,0.93141973,-0.9432837,1.3431401,-2.3499932,-0.43574557,0.42369527,3.0,pituitary,Tr-pi_1213.jpg
5.4255524,9.48712,3.016259,5.752268,-1.1972582,-1.2852001,-2.0662644,-0.68526554,-0.119424075,2.8802025,-0.24013568,0.11630836,3.0,pituitary,Tr-pi_1006.jpg
-8.175133,-9.118242,-0.5595649,-1.0028391,7.660479,-0.12878655,-1.6000884,-0.08022626,1.032341,2.4148216,0.003550298,-1.3126822,3.0,pituitary,Tr-pi_1406.jpg
-4.0634894,-9.927445,-1.3554994,2.335749,-4.2042136,-0.7178365,2.3687413,-0.83612555,-0.5438049,-0.15276235,0.6296276,0.3248386,3.0,pituitary,Tr-pi_0348.jpg
2.7687075,9.5000305,1.7616307,4.5221863,-1.0273312,-1.1531163,-1.6498895,-0.41519442,-0.35279953,2.3677993,-0.15309642,0.12439073,3.0,pituitary,Tr-pi_1079.jpg
3.0698426,9.732019,1.9861199,4.814363,-1.1044204,-1.2103548,-1.7598015,-0.47445416,-0.3453129,2.5190272,-0.16858962,0.13318112,3.0,pituitary,Tr-pi_1080.jpg
-8.649695,-8.491659,-0.7609376,0.4427605,4.551159,-0.5671388,-0.7593259,-0.27182704,0.42740923,2.1136353,0.111409284,-0.8023034,3.0,pituitary,Tr-pi_1332.jpg
-8.70506,-8.644872,-0.6682831,0.48576307,4.4713454,-0.56380916,-0.7022904,-0.331854,0.45798892,2.1082783,0.106328875,-0.76447403,3.0,pituitary,Te-pi_0293.jpg
-8.161533,-7.4117737,-0.2455746,0.31585485,2.8142786,-0.5170775,-0.30542973,-0.24512075,0.11431251,1.5041597,0.036664907,-0.41291255,3.0,pituitary,Tr-pi_0921.jpg
5.5664577,-14.386987,6.9012847,-4.8426433,-1.2550405,2.068086,1.0718826,-1.0087476,1.7397903,-2.585737,-0.5200691,0.576173,3.0,pituitary,Tr-pi_0776.jpg
1.2532611,-12.260703,4.5220537,-3.318671,-1.4406855,1.2812793,0.84356517,-0.9243793,0.96075404,-1.96283,-0.26826668,0.22243306,3.0,pituitary,Tr-pi_1197.jpg
5.168994,9.892104,3.064608,6.2914543,-1.422489,-1.4549159,-2.2854884,-0.7750194,-0.15320215,3.171216,-0.23514798,0.21308784,3.0,pituitary,Tr-pi_0948.jpg
2.9527497,9.720284,1.9185046,4.7364845,-1.0912331,-1.1966094,-1.7356309,-0.459418,-0.35463592,2.4833944,-0.16356187,0.13180406,3.0,pituitary,Tr-pi_0211.jpg
